component_id,closed_px,emitted_px,centroid_row,centroid_col,centroid_lon,centroid_lat,median_distance_to_known_m,assessment
21,3,3,12.0,2075.0,-117.5813,40.7152,4860.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
22,1,1,11.0,2207.0,-117.425,40.7167,1044.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
23,69,45,26.52,697.25,-119.2114,40.6824,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
24,6,6,15.83,665.0,-119.2498,40.6912,3104.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
25,6,5,16.17,2072.0,-117.5848,40.7114,4854.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
26,27,17,23.85,829.89,-119.0546,40.6877,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
27,30,11,23.27,2121.37,-117.5263,40.7053,300.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
28,1,1,22.0,782.0,-119.1113,40.6883,1204.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
29,37,27,30.43,2386.76,-117.2122,40.6998,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
30,4,3,25.0,2230.75,-117.3969,40.7042,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
31,1,1,26.0,2173.0,-117.4652,40.7031,3400.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
32,4,4,26.5,3195.5,-116.2549,40.7012,170.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
33,3,3,28.0,1008.0,-118.8438,40.6875,2469.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
34,2,2,27.5,2115.5,-117.5333,40.7014,828.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
35,21,21,31.19,2455.95,-117.1303,40.6993,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
36,3,2,29.0,653.0,-119.2636,40.6791,4119.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
37,1,1,29.0,3194.0,-116.2567,40.6989,412.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
38,1,1,30.0,2482.0,-117.0994,40.7004,1897.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
39,7,7,32.86,649.57,-119.2675,40.6756,4500.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
40,6,5,33.5,2171.0,-117.4675,40.6963,2607.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
41,5,5,32.8,2480.4,-117.1013,40.6978,1878.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
42,35,25,41.2,927.4,-118.9388,40.674,761.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
43,17,14,36.12,2743.35,-116.7901,40.6947,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
44,1,1,36.0,1005.0,-118.8471,40.6802,3189.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
45,1,1,37.0,2730.0,-116.8059,40.6939,922.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
46,3,3,37.0,2941.0,-116.5562,40.6932,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
47,2,2,38.5,3188.0,-116.2639,40.6904,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
48,11,9,42.27,695.09,-119.2134,40.6681,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
49,154,106,56.76,2379.25,-117.221,40.6761,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
50,10,7,40.2,2478.3,-117.1038,40.6912,2061.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
51,3,3,40.67,2934.67,-116.5637,40.69,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
52,28,24,45.07,643.68,-119.2741,40.6644,4968.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
53,113,61,50.94,818.97,-119.0667,40.663,360.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
54,1,1,41.0,3056.0,-116.4201,40.689,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
55,4,3,42.75,2928.0,-116.5716,40.6881,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
56,2,2,42.5,3141.0,-116.3195,40.6871,1210.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
57,3,3,44.0,3054.33,-116.4221,40.6863,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
58,15,12,47.33,3136.47,-116.3249,40.6828,839.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
59,1,1,45.0,950.0,-118.912,40.6711,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
60,38,28,50.76,1672.97,-118.0567,40.6769,211.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
61,1,1,45.0,2447.0,-117.1408,40.6868,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
62,40,16,48.83,2920.38,-116.5806,40.6827,282.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
63,1,1,45.0,3225.0,-116.2201,40.6843,2912.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
64,1,1,46.0,2730.0,-116.8059,40.6858,400.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
65,1,1,47.0,949.0,-118.9131,40.6692,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
66,31,11,51.87,2719.97,-116.8178,40.6806,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
67,1,1,47.0,3053.0,-116.4237,40.6837,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
68,1,1,48.0,694.0,-119.2146,40.6629,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
69,1,1,48.0,2163.0,-117.4769,40.6832,1000.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
70,3,3,50.0,948.0,-118.9142,40.6665,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
71,1,1,49.0,2111.0,-117.5384,40.682,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
72,9,7,50.78,2438.78,-117.1505,40.6816,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
73,1,1,49.0,2912.0,-116.5906,40.6826,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
74,1,1,50.0,2482.0,-117.0994,40.6823,2983.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
75,1,1,50.0,3051.0,-116.4261,40.681,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
76,1,1,51.0,2165.0,-117.4745,40.6805,943.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
77,76,43,59.92,3189.89,-116.2618,40.6711,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
78,6,5,54.17,2902.0,-116.6024,40.6779,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
79,1,1,54.0,2695.0,-116.8474,40.6787,1272.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
80,1,1,54.0,3278.0,-116.1575,40.6757,7727.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
81,6,5,56.83,2048.67,-117.6121,40.6746,2209.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
82,1,1,55.0,2509.0,-117.0674,40.6779,5437.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
83,1,1,55.0,2917.0,-116.5847,40.6771,632.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
84,1,1,56.0,2432.0,-117.1586,40.6769,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
85,2,2,56.0,2700.5,-116.8408,40.6769,850.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
86,8,8,58.5,2712.62,-116.8265,40.6746,120.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
88,1,1,58.0,3277.0,-116.1588,40.6721,7566.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
89,4,4,60.5,1375.75,-118.4081,40.6643,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
90,4,4,60.5,1667.5,-118.063,40.668,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
91,1,1,59.0,2046.0,-117.6153,40.6726,1902.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
92,13,9,62.15,805.69,-119.0821,40.6527,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
93,1,1,60.0,2506.0,-117.071,40.6734,5481.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
94,36,35,63.28,2876.61,-116.6325,40.6698,316.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
95,1,1,61.0,2045.0,-117.6164,40.6708,1769.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
96,2,2,62.5,3067.0,-116.4072,40.6696,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
97,1,1,62.0,3200.0,-116.2499,40.6691,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
98,1,1,64.0,1665.0,-118.0659,40.6649,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
99,1,1,64.0,2043.0,-117.6188,40.6681,1414.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
100,6,6,66.5,1820.0,-117.8826,40.6641,253.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
101,6,4,66.33,2503.17,-117.0743,40.6676,5654.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
102,1,1,65.0,3123.0,-116.341,40.667,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
103,1,1,65.0,3194.0,-116.257,40.6665,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
104,1,1,67.0,3097.0,-116.3718,40.6654,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
105,1,1,67.0,3199.0,-116.2511,40.6646,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
106,8,8,69.62,3274.12,-116.1623,40.6617,6959.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
107,5,3,69.4,3065.6,-116.409,40.6634,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
108,85,72,77.53,681.67,-119.2282,40.6361,600.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
110,44,31,73.93,2853.39,-116.66,40.6603,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
111,1,1,71.0,1669.0,-118.0611,40.6586,640.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
112,1,1,71.0,2506.0,-117.071,40.6634,6171.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
113,13,9,72.38,1675.31,-118.0536,40.6574,1303.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
114,51,32,77.94,1813.27,-117.8904,40.6538,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
115,1,1,73.0,2031.0,-117.6329,40.6599,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
116,7,7,77.43,3271.29,-116.1657,40.6547,6356.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
117,2,2,76.5,1879.5,-117.8121,40.6557,5518.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
118,2,2,76.5,3065.0,-116.4097,40.657,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
120,1,1,78.0,1653.0,-118.0799,40.6521,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
121,1,1,79.0,786.0,-119.1049,40.6371,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
122,39,27,86.85,2110.21,-117.5391,40.6479,400.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
123,1,1,79.0,2840.0,-116.6759,40.6558,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
124,12,10,83.17,1650.5,-118.0828,40.6474,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
125,36,24,88.61,3040.47,-116.4388,40.6462,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
127,1,1,85.0,3263.0,-116.1756,40.6479,5314.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
128,9,7,89.33,1585.22,-118.1599,40.6411,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
129,1,1,89.0,679.0,-119.2311,40.6257,1000.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
130,3,2,89.33,3266.33,-116.1717,40.644,5517.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
131,4,2,92.5,2157.0,-117.4837,40.6431,292.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
132,1,1,91.0,2194.0,-117.44,40.6446,2915.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
133,152,95,101.54,1568.26,-118.1798,40.6299,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
134,73,42,97.25,1644.42,-118.0898,40.6347,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
136,2,2,97.5,1897.0,-117.7911,40.6369,7894.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
137,9,7,102.56,677.44,-119.2325,40.6135,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
138,32,18,108.78,953.69,-118.906,40.6137,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
140,40,28,110.2,2225.88,-117.4022,40.6275,1813.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
142,28,22,109.57,2115.54,-117.5326,40.6275,211.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
143,122,66,111.98,1282.93,-118.5168,40.6166,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
144,22,18,110.68,2181.64,-117.4545,40.6268,771.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
145,25,21,118.76,2149.08,-117.4929,40.6194,1746.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
147,172,109,133.52,1638.84,-118.0958,40.6019,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
148,38,28,120.68,2733.08,-116.8025,40.6185,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
149,1,1,117.0,445.0,-119.5065,40.5948,5325.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
150,5,5,120.0,949.0,-118.9112,40.6035,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
151,2,2,119.5,442.0,-119.51,40.5925,4937.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
152,43,33,124.44,2176.09,-117.4609,40.6144,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
153,1,1,123.0,3234.0,-116.2103,40.6139,2640.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
154,7,5,126.14,945.0,-118.9158,40.5979,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
155,1,1,124.0,2241.0,-117.3842,40.6151,922.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
156,3,3,126.67,2726.67,-116.8101,40.6132,360.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
157,28,22,131.21,1314.5,-118.4791,40.5998,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
158,1,1,129.0,2723.0,-116.8144,40.6111,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
159,3,3,131.0,942.0,-118.9192,40.5935,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
160,32,25,136.59,2017.59,-117.6482,40.6026,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
161,24,22,135.88,2165.71,-117.4731,40.6041,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
162,72,53,139.72,1745.62,-117.9696,40.5975,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
163,17,12,138.06,838.18,-119.0416,40.585,3015.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
164,24,14,143.5,937.46,-118.9242,40.5821,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
165,1,1,137.0,2245.0,-117.3794,40.6034,412.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
168,36,16,146.78,2247.69,-117.3762,40.5946,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
169,1,1,142.0,1127.0,-118.7004,40.587,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
170,1,1,142.0,1542.0,-118.2102,40.5932,1627.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
171,72,53,152.22,397.22,-119.5617,40.5619,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
173,1,1,144.0,1510.0,-118.2479,40.591,806.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
174,8,6,146.62,2024.12,-117.6404,40.5936,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
175,1,1,146.0,2162.0,-117.4775,40.5949,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
176,3,2,147.0,2514.0,-117.0615,40.595,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
178,1,1,149.0,2027.0,-117.637,40.5914,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
179,1,1,151.0,2992.0,-116.4966,40.5903,4114.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
180,1,1,152.0,884.0,-118.9871,40.5734,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
181,2,2,152.5,2988.5,-116.5007,40.589,4495.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
182,1,1,153.0,1318.0,-118.4746,40.5802,1565.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
183,1,1,155.0,933.0,-118.9292,40.5717,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
184,6,6,156.0,2984.5,-116.5055,40.5858,5009.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
185,1,1,156.0,904.0,-118.9634,40.5702,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
186,39,23,160.62,2246.51,-117.3775,40.5821,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
187,36,27,163.0,899.11,-118.969,40.5638,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
188,3,2,158.0,913.0,-118.9527,40.5686,942.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
189,1,1,159.0,932.0,-118.9303,40.5681,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
190,1,1,159.0,2979.0,-116.512,40.5832,5635.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
191,2,2,160.5,930.0,-118.9326,40.5667,170.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
192,1,1,161.0,1484.0,-118.2784,40.5753,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
193,93,68,178.94,920.06,-118.9439,40.5499,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
194,199,130,178.19,2365.64,-117.2367,40.5667,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
195,41,27,171.22,784.68,-119.1039,40.554,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
196,1,1,164.0,1646.0,-118.0869,40.5746,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
197,17,13,168.59,1929.24,-117.7523,40.5731,7025.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
198,93,46,173.27,2012.77,-117.6536,40.5695,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
199,1,1,167.0,2961.0,-116.5333,40.576,7602.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
201,62,53,176.05,1627.58,-118.1085,40.5635,300.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
202,40,21,174.62,890.85,-118.9785,40.5532,282.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
203,1,1,172.0,2239.0,-117.3863,40.5718,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
204,7,5,175.57,1920.57,-117.7625,40.5667,8023.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
206,1,1,174.0,2237.0,-117.3887,40.57,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
207,30,20,183.63,2502.6,-117.0749,40.562,211.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
208,2,2,178.5,2512.0,-117.0638,40.5666,300.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
209,8,7,180.75,1529.62,-118.2241,40.5581,1726.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
210,33,26,189.36,2231.33,-117.3953,40.5562,170.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
211,2,2,181.5,2431.0,-117.1595,40.5638,6600.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
212,2,2,182.5,884.5,-118.9857,40.546,654.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
214,4,2,185.5,1623.5,-118.1132,40.555,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
215,4,4,186.0,2071.25,-117.5844,40.5584,971.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
216,1,1,186.0,991.0,-118.86,40.5449,6053.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
217,1,1,188.0,1098.0,-118.7336,40.5451,1341.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
218,6,5,188.83,1620.0,-118.1173,40.5519,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
219,3,3,189.0,2050.0,-117.6095,40.5556,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
220,1,1,188.0,2780.0,-116.7472,40.5578,670.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
222,2,2,190.5,2736.0,-116.7992,40.5556,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
224,1,1,192.0,2146.0,-117.4961,40.5534,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
225,1,1,192.0,2501.0,-117.0768,40.5544,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
