component_id,closed_px,emitted_px,centroid_row,centroid_col,centroid_lon,centroid_lat,median_distance_to_known_m,assessment
38,162,160,46.12,3136.67,-116.3247,40.6839,824.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
39,74,74,45.0,3226.5,-116.2184,40.6842,3063.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
42,113,96,51.31,2111.77,-117.5375,40.68,300.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
43,90,82,56.09,674.32,-119.2376,40.6552,1802.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
45,36,36,53.5,1864.0,-117.8306,40.6762,3509.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
46,189,165,60.23,1373.38,-118.4109,40.6646,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
50,29,29,62.0,2225.0,-117.4035,40.6709,2469.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
52,128,101,72.49,3099.49,-116.3689,40.6604,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
55,36,36,70.5,3119.0,-116.3458,40.6621,300.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
56,77,71,74.97,2401.19,-117.195,40.6597,282.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
57,28,24,72.0,2414.11,-117.1797,40.6624,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
58,36,36,72.5,2983.0,-116.5067,40.6611,5076.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
59,38,38,76.5,1879.5,-117.8121,40.6557,5521.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
61,29,29,77.0,2048.0,-117.6127,40.6564,1500.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
63,150,130,87.96,2189.94,-117.4448,40.6473,2724.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
64,128,114,89.38,2157.38,-117.4833,40.6459,282.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
65,57,57,87.0,606.88,-119.3163,40.6258,7375.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
68,29,29,94.0,2974.0,-116.5175,40.6417,6261.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
69,58,58,98.05,1896.72,-117.7915,40.6364,7897.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
71,66,65,99.58,777.89,-119.1139,40.6184,761.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
72,72,67,102.51,677.31,-119.2327,40.6135,300.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
73,42,42,104.0,486.5,-119.458,40.6076,9573.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
75,44,44,104.05,2556.36,-117.0114,40.6337,5662.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
78,190,174,115.28,447.82,-119.5033,40.5964,5481.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
79,29,29,106.0,2062.0,-117.596,40.6304,2640.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
80,29,29,108.0,1047.0,-118.7957,40.6162,2701.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
82,29,29,112.0,2092.0,-117.5604,40.6252,1931.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
83,76,65,120.28,2562.61,-117.004,40.6191,5440.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
84,29,29,118.0,662.0,-119.2503,40.5992,1600.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
85,161,151,133.58,838.01,-119.042,40.589,3182.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
86,36,36,122.5,3234.0,-116.2103,40.6144,2621.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
87,161,145,131.02,1314.02,-118.4797,40.5999,282.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
88,143,123,137.8,1125.02,-118.7029,40.5907,400.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
90,36,36,133.5,662.0,-119.2498,40.5852,1688.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
96,130,117,150.62,1433.98,-118.3376,40.584,282.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
98,191,165,160.38,1483.08,-118.2795,40.5759,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
102,58,58,162.5,1895.5,-117.7922,40.5783,10452.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
103,29,26,164.0,1646.0,-118.0869,40.5746,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
106,118,117,179.02,1530.22,-118.2235,40.5597,1800.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
107,41,41,176.66,1949.34,-117.7285,40.566,5239.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
109,45,45,184.0,3118.0,-116.348,40.5598,1565.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
111,53,53,187.57,990.17,-118.8609,40.5435,6074.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
112,36,36,187.5,1098.0,-118.7336,40.5455,1352.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
113,50,48,191.5,1968.0,-117.7063,40.5528,4117.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
114,36,36,196.0,2810.5,-116.7112,40.5505,3817.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
115,36,36,199.5,1724.0,-117.9943,40.5434,316.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
116,36,36,200.5,597.0,-119.3245,40.5234,3409.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
118,54,54,206.52,655.89,-119.2548,40.5194,655.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
119,63,61,208.21,1976.65,-117.6959,40.5378,4123.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
121,31,29,213.1,2151.19,-117.4898,40.5344,854.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
122,83,72,217.58,1093.31,-118.7384,40.5183,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
123,90,85,218.52,2162.28,-117.4767,40.5296,721.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
125,60,56,219.58,3091.4,-116.3797,40.5279,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
126,53,51,220.38,1971.98,-117.7013,40.5268,5110.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
127,36,36,219.5,3196.0,-116.2562,40.5273,4421.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
129,141,140,226.84,2802.75,-116.7205,40.5227,2517.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
131,47,46,230.23,962.79,-118.8921,40.5045,5688.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
132,55,53,231.0,2125.0,-117.5206,40.5182,2147.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
135,28,23,237.11,2054.0,-117.6044,40.5122,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
136,29,29,240.0,3168.0,-116.2894,40.509,4565.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
137,64,56,244.5,1095.0,-118.7358,40.4941,1290.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
138,29,29,243.0,964.0,-118.8904,40.4931,5883.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
142,113,109,256.0,954.6,-118.9011,40.4812,4386.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
143,58,50,259.64,3061.52,-116.4153,40.492,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
144,52,51,263.56,844.87,-119.0303,40.4722,1264.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
145,139,129,267.42,2871.22,-116.6399,40.486,2404.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
149,108,82,271.58,3108.82,-116.3596,40.481,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
150,36,36,267.5,1767.0,-117.9427,40.4826,636.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
152,76,65,278.18,1084.04,-118.748,40.4636,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
153,73,65,279.16,3041.55,-116.439,40.4746,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
154,107,99,280.25,1783.5,-117.9231,40.4713,781.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
155,51,51,282.55,526.69,-119.4048,40.4479,1166.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
156,29,29,281.0,1005.0,-118.8411,40.4596,3440.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
157,42,33,283.9,1640.0,-118.0923,40.4665,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
160,61,61,287.85,2714.18,-116.8252,40.468,2778.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
162,43,41,291.0,2801.0,-116.7228,40.4649,4123.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
163,82,74,294.84,1798.51,-117.9052,40.4583,2150.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
165,61,61,295.95,2039.48,-117.621,40.4591,2617.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
166,54,54,295.28,3076.2,-116.3982,40.4599,714.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
167,50,50,295.5,600.5,-119.3174,40.438,1621.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
172,111,106,322.94,2717.2,-116.8217,40.4364,5505.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
173,28,23,320.0,2383.11,-117.2156,40.4389,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
174,73,60,320.18,2399.14,-117.1967,40.4388,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
175,82,79,325.87,457.21,-119.4852,40.4071,6963.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
179,60,59,326.57,1609.1,-118.1281,40.4277,1529.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
180,66,66,334.03,1826.83,-117.8713,40.4232,700.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
181,29,29,335.0,1917.0,-117.7651,40.4231,8602.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
182,157,118,345.78,2576.94,-116.9871,40.4159,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
184,29,24,339.0,871.0,-118.9975,40.4048,120.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
186,113,94,342.99,2783.49,-116.7436,40.4181,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
187,35,35,343.43,2208.94,-117.4209,40.4173,282.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
188,50,50,353.5,1985.0,-117.6847,40.4069,8466.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
190,133,125,358.17,1623.54,-118.1106,40.3994,1272.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
192,50,48,357.5,2414.0,-117.1791,40.4052,3668.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
193,60,60,358.5,1452.33,-118.3123,40.397,1927.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
194,57,57,359.25,2395.68,-117.2007,40.4036,3613.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
197,115,99,372.37,1843.41,-117.8514,40.3888,781.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
198,88,86,369.47,3217.59,-116.2322,40.392,1155.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
200,29,29,375.0,2372.0,-117.2286,40.3894,1486.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
202,169,159,380.57,1935.22,-117.7431,40.3822,7516.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
204,191,160,384.42,3226.12,-116.2224,40.3785,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
205,87,86,382.15,2353.72,-117.2501,40.3829,948.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
206,36,36,382.5,1385.0,-118.3912,40.3745,8702.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
207,118,108,385.97,2547.97,-117.0212,40.3797,360.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
208,29,29,385.0,2105.0,-117.5431,40.3793,2816.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
210,107,89,394.2,2368.99,-117.2321,40.3721,806.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
212,132,102,392.78,3017.36,-116.4683,40.3724,100.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
213,68,63,391.99,899.93,-118.962,40.3576,538.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
214,90,69,395.87,2770.91,-116.7586,40.3705,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
216,72,71,398.69,563.96,-119.3572,40.3442,1838.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
217,41,41,396.34,2834.34,-116.6839,40.3699,6239.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
218,29,29,397.0,1929.0,-117.7503,40.3673,6229.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
219,117,117,402.59,712.88,-119.1819,40.3442,761.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
220,145,116,409.87,2478.74,-117.1028,40.3581,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
221,94,94,405.36,2391.86,-117.2051,40.3621,2400.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
222,36,36,405.5,1093.0,-118.7345,40.3491,1292.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
223,143,131,412.99,1422.12,-118.3469,40.3475,4384.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
225,29,29,410.0,287.0,-119.6826,40.3269,3622.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
226,86,86,415.49,1950.05,-117.7253,40.3508,8004.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
227,117,106,421.32,2311.04,-117.3002,40.3475,3560.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
228,88,86,421.16,2328.5,-117.2797,40.3477,2901.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
229,60,60,419.1,2398.57,-117.1972,40.3497,3266.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
230,178,138,433.58,3262.92,-116.1795,40.3339,300.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
231,160,154,430.69,2563.18,-117.0033,40.3394,932.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
232,145,131,433.37,785.65,-119.0954,40.318,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
233,174,169,433.85,3204.61,-116.2482,40.3341,3310.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
234,79,79,429.68,620.7,-119.2895,40.3177,1170.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
236,81,76,433.25,541.3,-119.3828,40.3126,2198.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
237,29,29,433.0,1971.0,-117.7005,40.3352,6609.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
239,91,84,442.54,261.9,-119.7109,40.297,4999.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
243,101,100,446.47,1428.34,-118.339,40.3175,1627.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
244,29,29,443.0,2305.0,-117.3072,40.3279,5651.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
245,152,146,452.61,1654.08,-118.0733,40.3147,4389.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
248,29,25,448.0,2547.0,-117.0224,40.3238,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
249,38,38,448.5,2835.5,-116.6828,40.3229,7136.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
252,154,123,455.48,1846.06,-117.8473,40.314,200.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
253,36,36,454.5,278.0,-119.6915,40.2867,3766.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
255,29,29,455.0,315.0,-119.648,40.2872,2147.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
256,44,44,455.36,3253.05,-116.1914,40.3144,447.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
257,36,30,456.5,1505.0,-118.2486,40.3094,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
258,192,177,464.57,2555.25,-117.0127,40.3089,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
259,115,112,465.93,286.96,-119.6806,40.2766,2800.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
260,29,29,460.0,341.0,-119.6173,40.2834,1442.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
261,29,29,460.0,2820.0,-116.7011,40.3126,6453.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
262,29,29,463.0,2137.0,-117.5049,40.3092,1900.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
265,29,29,467.0,303.0,-119.6617,40.2761,3606.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
266,152,125,479.49,1031.14,-118.8055,40.2814,223.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
267,29,29,473.0,1657.0,-118.0695,40.2964,6226.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
268,134,130,478.93,2815.1,-116.7069,40.2956,7532.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
269,64,64,476.22,234.28,-119.7421,40.2659,1621.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
270,97,95,482.48,1408.37,-118.3618,40.2847,1780.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
271,69,69,482.28,394.9,-119.5532,40.2648,2983.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
272,29,24,482.0,2472.0,-117.1106,40.2931,120.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
277,77,77,491.31,1464.4,-118.2958,40.2776,2236.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
278,186,161,497.08,1650.95,-118.0763,40.2746,6041.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
279,62,62,496.53,200.39,-119.7812,40.2467,1967.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
280,29,29,495.0,2816.0,-116.7059,40.2811,8918.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
282,197,170,503.24,1829.53,-117.8662,40.2708,300.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
284,29,29,499.0,2380.0,-117.2188,40.2777,5635.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
285,36,36,500.5,1970.0,-117.701,40.2744,1733.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
287,43,41,506.0,1056.0,-118.7756,40.2579,1700.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
288,47,47,506.21,1069.77,-118.7595,40.258,583.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
290,64,63,507.77,2707.38,-116.8337,40.2699,5966.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
291,107,104,512.92,1037.92,-118.7967,40.2514,685.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
292,63,63,512.22,1999.83,-117.6659,40.2641,412.3,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
293,38,38,512.5,208.5,-119.7711,40.2325,3324.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
295,144,135,523.72,1019.67,-118.8179,40.2413,600.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
296,44,44,514.05,1851.36,-117.8404,40.2613,2362.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
297,90,89,516.59,2638.66,-116.9146,40.262,4701.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
299,29,29,514.0,1815.0,-117.8832,40.261,509.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
300,83,83,517.33,2286.07,-117.3292,40.2609,5503.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
303,167,166,526.57,317.87,-119.6422,40.2229,1389.2,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
304,29,29,522.0,2570.0,-116.9953,40.2572,3544.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
306,113,109,529.84,221.42,-119.7553,40.2173,2758.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
307,139,136,528.45,2372.11,-117.228,40.2511,2640.1,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
308,28,23,528.0,724.89,-119.1641,40.2315,141.4,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
309,41,41,532.34,2077.66,-117.5742,40.2464,3383.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
311,29,29,535.0,1865.0,-117.8241,40.2425,2953.0,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
312,113,112,539.23,2603.91,-116.9554,40.2416,5728.9,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
313,83,70,540.08,1912.34,-117.7684,40.2383,3000.8,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
314,171,150,548.14,1940.29,-117.7355,40.2313,435.7,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
315,147,142,542.94,2784.5,-116.7431,40.238,6440.5,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
317,192,188,546.75,2426.68,-117.1638,40.2347,3575.6,"below 200-closed-px screen; NOT an identified fault; inspect shape, bands and 1m/field data"
